"","StartDate","EndDate","Status","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","QID69","Q1_","Q2","Q3","nace","gender","degree","education","Q8","Q10","Q12","Q13","Q14_1","Q14_2","Q14_3","Q14_4","Q14_5","Q14_6","Q14_7","Q14_8","Q14_9","Q14_10","Q14_11","Q14_28","Q14_12","Q14_13","Q14_14","Q14_15","Q14_16","Q14_17","Q14_18","Q14_19","Q14_20","Q14_21","Q14_22","Q14_23","Q14_24","Q14_25","Q14_26","Q14_27","Q15","Q16","Q59_1","Q59_2","Q59_3","Q59_4","Q59_5","Q59_6","Q59_7","Q59_8","Q59_9","Q59_10","Q59_28","Q59_11","Q59_12","Q59_13","Q59_14","Q59_15","Q59_16","Q59_17","Q59_18","Q59_19","Q59_20","Q59_21","Q59_22","Q59_23","Q59_24","Q59_25","Q59_26","Q59_27","Q61_1","Q61_2","Q61_3","Q61_4","Q61_5","Q61_6","Q61_7","Q61_8","Q61_9","Q61_10","Q61_28","Q61_11","Q61_12","Q61_13","Q61_14","Q61_15","Q61_16","Q61_17","Q61_18","Q61_19","Q61_20","Q61_21","Q61_22","Q61_23","Q61_24","Q61_25","Q61_26","Q61_27","Q60_1","Q60_2","Q60_3","Q60_4","Q60_5","Q60_6","Q60_7","Q60_8","Q60_9","Q60_10","Q60_28","Q60_11","Q60_12","Q60_13","Q60_14","Q60_15","Q60_16","Q60_17","Q60_18","Q60_19","Q60_20","Q60_21","Q60_22","Q60_23","Q60_24","Q60_25","Q60_26","Q60_27","Q43","Q46.0","Q47","Q48","Q50","Q49","age","income","zip_residence1","zip_workplace1","age_clustered","filter_.","experience"
"11",2024-04-10 13:06:04,2024-04-10 13:10:37,"IP Address",100,272,"True",2024-04-10 13:10:37,"R_2I1qLmPSiokDza1","anonymous","EN",4,"1989","8020","8610","F41 - Construction of buildings","Male","Academic master","Industrial engineering","12y","€ 4750 - € 5000","8","Yes",1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,"8","8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"8","7","7","8","7",34,4875,"West Vlaanderen","West Vlaanderen","39","Selected",12
"12",2024-04-10 13:05:01,2024-04-10 13:10:43,"IP Address",100,342,"True",2024-04-10 13:10:44,"R_5xL9v23YCfYxv3O","anonymous","EN",4,"1992","8500","8792","C32 - Other manufacturing","Female","Academic master","Industrial engineering","8y","€ 5000 - € 5250","6","Yes",1,1,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"8","8",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"9","9","7","8","8",31,5125,"West Vlaanderen","West Vlaanderen","39","Selected",8
"13",2024-04-10 13:05:27,2024-04-10 13:11:00,"IP Address",100,332,"True",2024-04-10 13:11:00,"R_6EWLUVAyEfLq3lj","anonymous","EN",4,"1993","3000","3000","Other","Male","PhD","Other","5y","€ 4500 - € 4750","8","Yes",NA,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"6","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"10","10","10","10","10",30,4625,"Limburg","Limburg","39","Selected",5
"14",2024-04-10 13:07:47,2024-04-10 13:11:02,"IP Address",100,195,"True",2024-04-10 13:11:03,"R_2ri0zKc3o6nFgkX","anonymous","EN",4,NA,"9000","9000","Other","Male","Academic master","Mechanical engineering","6y","€ 4000 - € 4250","6","Yes",1,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","9",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"9","10","10","9","9",NA,4125,"Oost Vlaanderen","Oost Vlaanderen","","Selected",6
"15",2024-04-10 13:07:13,2024-04-10 13:11:09,"IP Address",100,236,"True",2024-04-10 13:11:10,"R_4Gv6OnG7OWq9dMm","anonymous","EN",4,"1987","9160","8792","C20 - Manufacture of chemicals and chemical products","Male","Academic master","Civil engineering","13y","€ 6250 - € 6500","8","Yes",1,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"8","7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"8","7","4","8","7",36,6375,"Oost Vlaanderen","West Vlaanderen","39","Selected",13
"16",2024-04-10 13:05:54,2024-04-10 13:11:23,"IP Address",100,328,"True",2024-04-10 13:11:23,"R_5fkLGcfZuSH1aSE","anonymous","EN",4,"1996","8650","8630","F41 - Construction of buildings","Male","Academic master","Industrial engineering","4y","€ 4250 - € 4500","7","Yes",1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"7","7","4","7","7",27,4375,"West Vlaanderen","West Vlaanderen","29","Selected",4
"17",2024-04-10 13:05:13,2024-04-10 13:11:28,"IP Address",100,374,"True",2024-04-10 13:11:28,"R_69uKFUSNFHdXR5j","anonymous","EN",4,"1983","8450","9308","F43 - Specialised construction activities","Male","Academic master","Industrial engineering","18y","€ 7250 - € 7500","6","Yes",1,1,NA,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"7","6",1,1,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"8","5","2","5","5",40,7335,"West Vlaanderen","Oost Vlaanderen","49","Selected",18
"18",2024-04-10 13:07:40,2024-04-10 13:11:29,"IP Address",100,228,"True",2024-04-10 13:11:30,"R_7pZ0yUzAezQbPPu","anonymous","EN",4,"1973","9080","9052","Other","Male","Academic master","Industrial engineering","16y","€ 3500 - € 3750","7","Yes",1,1,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","8",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"10","7","8","9","6",50,3625,"Oost Vlaanderen","Oost Vlaanderen","59","Selected",16
"19",2024-04-10 13:02:34,2024-04-10 13:11:49,"IP Address",100,555,"True",2024-04-10 13:11:50,"R_5RRjelFrrPnRF1k","anonymous","EN",4,NA,"8750","8860","C27 - Manufacture of electrical equipment","Male","Academic master","Industrial engineering","< 1y","€ 3000 - €3250","7","Yes",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","5",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,"9","7","6","8","6",NA,3125,"West Vlaanderen","West Vlaanderen","","Selected",0
"20",2024-04-10 13:08:43,2024-04-10 13:12:18,"IP Address",100,215,"True",2024-04-10 13:12:19,"R_4oWKdISGTtMBRLC","anonymous","EN",4,"1984","9810","9280","C10 - Manufacture of food products","Female","Academic master","Bio engineering","15y","€ 8750 - € 9000","9","Yes",1,1,NA,1,1,NA,1,1,1,1,1,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"7","8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"8","8","8","7","7",39,8875,"Oost Vlaanderen","Oost Vlaanderen","39","Selected",15
"21",2024-04-10 13:09:49,2024-04-10 13:12:22,"IP Address",100,153,"True",2024-04-10 13:12:23,"R_4oWhiNI9iHLMNjj","anonymous","EN",4,"1993","9600","1000","F42 - Civil engineering","Male","Academic master","Civil engineering","5y","> € 10000","7","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I don't have any benefits","8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"1","5","8","5","3",30,10125,"Oost Vlaanderen","Brussel","39","Selected",5
"22",2024-04-10 13:08:12,2024-04-10 13:12:51,"IP Address",100,279,"True",2024-04-10 13:12:52,"R_41KvWYnqO0kdDuZ","anonymous","EN",4,"1990","8790","8850","F41 - Construction of buildings","Male","Academic master","Civil engineering","9y","€ 4750 - € 5000","4","Yes",1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","5",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"6","5","2","5","1",33,4875,"West Vlaanderen","West Vlaanderen","39","Selected",9
"23",2024-04-10 13:06:40,2024-04-10 13:13:23,"IP Address",100,402,"True",2024-04-10 13:13:23,"R_2I5KPwhicQIxYE0","anonymous","EN",4,"1986","8200","8400","D35 - Electricity, gas, steam and air conditioning supply","Male","Academic master","Industrial engineering","13y","€ 4500 - € 4750","4","Yes",1,1,NA,1,1,1,1,NA,1,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"8","4",1,1,NA,NA,NA,NA,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,8,"8","9","8","8","4",37,4625,"West Vlaanderen","West Vlaanderen","39","Selected",13
